id	title	category	rating	price	link	developer_name	developer_link	img_src_large	img_src_small	description	long_description	num_downloads	published	filesize	software	os	pegi	rating_count	developer_address	related_to
mobi.bestracker.getbaby	Easy Pregnancy - Get Baby	Health & Fitness	4.4	free	https://play.google.com/store/apps/details?id=mobi.bestracker.getbaby	Bestracker	https://play.google.com/store/apps/developer?id=Bestracker	//lh3.googleusercontent.com/m2TtL5GUJrNjbhwB33ijIHXkIXJum5y2VXsm9sHlLLlnWc62en_ferwL5GSBnBo9yN8=w340	//lh3.googleusercontent.com/m2TtL5GUJrNjbhwB33ijIHXkIXJum5y2VXsm9sHlLLlnWc62en_ferwL5GSBnBo9yN8=w170	  Zwanger gemakkelijk en krijgen een mooie baby.       	 Want to get pregnant? Want to know the gender of your baby?Easy Pregnancy - Get Baby will help the women try to conceive. It will predict which day you maybe have a baby or not. With Easy Pregnancy - Get Baby, you can also track your period, ovulation and fertile days.Easy Pregnancy - Get Baby will help you to predict your future baby gender. Predict which day maybe have a boy or girl.Features:★ Predict which day you maybe have a baby or not★ Predict the baby gender, a boy or girl★ Predict the next period, fertile and ovulation date★ Backup your data if switching phone★ Track and record your period ★ Export data if needed   	100,000 - 500,000  	August 29, 2016		 1.1.2  	      2.3 and up    	PEGI 3	6015		com.popularapp.periodcalendar
com.adpog.diary	Mijn Dagboek	Lifestyle	4.5	free	https://play.google.com/store/apps/details?id=com.adpog.diary	WriteDiary.com	https://play.google.com/store/apps/developer?id=WriteDiary.com	//lh3.googleusercontent.com/HTX4QtnaIl6JT4jn6gb9MLCvU3fGkpYeyqqfKH_eRfZkO3gEr1EpxEnvjraT4nGWHW4=w340	//lh3.googleusercontent.com/HTX4QtnaIl6JT4jn6gb9MLCvU3fGkpYeyqqfKH_eRfZkO3gEr1EpxEnvjraT4nGWHW4=w170	  Uw privé-dagboek met slot       	 Use this diary app to make your own personal journal of daily events, appointments, secrets and feelings.FEATURES:• Password & pin code protection• Emojis via Quick access keyboard (requires Android 4.1 or higher)• Personalize background color (Pink, Purple, Blue, ++)• Change text-size and font-style• Automatic reminder to write• Easy to use• Search entries• Make unlimited entries• Download backup (as text-file)• Sync notes between devices• Private & Secure cloud storage• The most downloaded diary app on Google Play!Build from the ground up to be simple and user friendly, the user interface is designed to allow you to enter new notes quickly and easily. With this Diary you can write all your private notes and secure them with a pin code or password.Track and write about your daily activities Make it a habit to quickly write one or more mini-notes during your day. Simply leave a few words about your workout session, what happened at school or in the office during your day. In weekends, you can write about all the fun you had walking your dog, meeting with friends, or being social with your family. Make it a unique travel diary, or road journal that documents your journey. This can be the daily activity log you always have wanted. Make it your personal journal and have fun reading it over in few year, and share a few laughs with your friends. As this app is pure textual, and contains no images or photos, it runs ultra fast and smooth on any Android device, and consumes minimal of available memory and disk-space!EmojisIf your Android phone support it, you can use emojis in all entries. Decorate diary notes with beautiful heart and love emojis, or popular sport or emotional face smileys. If the phone does not yet have native support for this, we recommend you try downloading a third party emoji keyboard from Google Play.Bring your diary in your pocket!In 2016 it is simple for everybody to become a lifetime diarist. Follow millions of people, join this popular diary trend.This diary is perfect to use as:Diet journalA food diary is a daily record of all food consumed as a means of tracking calorie consumption, weight loss or other nutritional monitoring.Dream journalOr dream diary is a journal in which dream experiences are recorded for later analysis and possibly oneiromancy.Sleep diariesA sleep log is a tool used in diagnosis of sleep disorders.Travel journalsA travel diary, or road journal, is valuable documentation of a journey. (only textual, no images or photos)Write your own AutobiographyThis diary app can easily fit the purpose of a writing down your memoir or chronicle. Keep a log or logbook to record history. Do like famous Anne Frank, make daily records, document life in your own daybook.Never forget a journal entry again, setup a reminder to alert you when it is time to write. Protect all personal notes by adding a pin code when it starts up. Never worry about losing memories again. Easily send a backup of diary entries directly to email for extra protection.Facebook: https://www.facebook.com/WriteDiaryAppWeb: https://www.writediary.com   	10,000,000 - 50,000,000  	July 18, 2016		 4.72  	      2.2 and up    	PEGI 3	584325	"
"	com.popularapp.periodcalendar
com.period.tracker.deluxe	Period Tracker® Deluxe	Health & Fitness	4.7	€ 1,49	https://play.google.com/store/apps/details?id=com.period.tracker.deluxe	GP International LLC	https://play.google.com/store/apps/developer?id=GP+International+LLC	https://lh4.ggpht.com/PwTSjQrk-HKmd6TkwDXep1MAEzD28rNAmm9s76W4V6Yn8iKW807o0BFfOawlY9eKZig=w340	https://lh4.ggpht.com/PwTSjQrk-HKmd6TkwDXep1MAEzD28rNAmm9s76W4V6Yn8iKW807o0BFfOawlY9eKZig=w170	  P Tracker, de gemakkelijkste manier om je ongesteldheid in de gaten te houden!       	" Period Tracker is the easiest way to track your periods! * Press a button at the start of your period every month. Period Tracker logs your dates and calculates the average of your past 3 months' menstrual cycles to predict the start date of your next period. * View your current and future period dates, ovulation and fertile days, your moods and your symptoms in a simple month-view calendar. * Decorate your phone with an icon that looks great on your home screen and that's discreet. It reads simply ""P Tracker."" Period Tracker is FILLED WITH FEATURES. * Take daily notes of moods, symptoms, and intimacy. * Easily view the number of days until next period or number of days late. * Know when you're fertile with flowers that show on your homescreen during your predicted ovulation and eight day ""fertile window."" * Track advanced fertility features such as cervical mucus and positions.* Add a widget to your home screen to show a countdown to your next period * View your data with charts. * Turn on pregnancy mode to count down to your baby's due date. * Personalize your app with your choice of skins.Please email comments and suggestions to support@gpapps.com.Disclaimer: Period Tracker period and fertility forecasts may not be accurate and should not be used to prevent unwanted pregnancy.  To forecast ovulation Period Tracker calculates 14 days before the projected start date of one's next period.  Forecast accuracy depends on a number of factors including how regular one's cycle length is, when one actually ovulates during the cycle, and how many periods have been logged in the app.  Anxiety, stress, diet, nutrition, exercise, environment, medications, age and other factors can also affect one's cycle from month to month.  By downloading this app you agree to the End User License Agreement at http://gpapps.com/support/eula/ .   "	100,000 - 500,000  	June 22, 2017	   Varies with device  	   Varies with device  	   Varies with device    	PEGI 3	16163	39252 Winchester Rd. Murrieta, CA 92563	com.popularapp.periodcalendar
com.veevapps.loseweightin30days	Afvallen In 30 Dagen	Health & Fitness	4.7	free	https://play.google.com/store/apps/details?id=com.veevapps.loseweightin30days	Veev Apps	https://play.google.com/store/apps/developer?id=Veev+Apps	//lh3.googleusercontent.com/pDgtYEMLy5oMX8ekMnD0gcQKrC9ziWyt59ESHplPgk9VJRHZXxcAozLqeExTBZ1eqxs=w340	//lh3.googleusercontent.com/pDgtYEMLy5oMX8ekMnD0gcQKrC9ziWyt59ESHplPgk9VJRHZXxcAozLqeExTBZ1eqxs=w170	  Het trainingsprogramma (oefeningen) en dieet om gewicht te verliezen in 30 dagen       	 We have prepared exercise program and diet to help you lose weight in 30 days. Following this program, you can easily lose weight and make your body more beautiful. Every day, we will increase the load of training, so do not forget about the rest. Exercise is prepared specifically for the home. Anyone can perform them anywhere.You can easily keep track of your weight loss progress and the number of calories burned. Carrying out training plan you will not only be able to remove the extra weight, but also to improve the physical form. We have collected different types of exercises that will help you the most to lose weight (abdominal exercises, exercises for the buttocks, waist, etc.).Key Features:- Training plan for 30 days- Animated exercise demonstration- Diet for 30 days with a daily schedule and various products- Weight Loss Progress- Statistics on the calories burned   	1,000,000 - 5,000,000  	June 8, 2017		 1.7  	      4.0.3 and up    	PEGI 3	10977	Чувашская Республика, г. Чебоксары	com.popularapp.periodcalendar
com.grupoprecedo.calendariomenstrual	Menstruatie Kalender	Health & Fitness	4.3	free	https://play.google.com/store/apps/details?id=com.grupoprecedo.calendariomenstrual	Grupo Precedo	https://play.google.com/store/apps/developer?id=Grupo+Precedo	//lh3.googleusercontent.com/54IVIHEaNpz-Fxiw7kHt99XUv_CBWRDqmfxt0lIHQiO3lSEftRd6Kgkeur82nU1TSVs=w340	//lh3.googleusercontent.com/54IVIHEaNpz-Fxiw7kHt99XUv_CBWRDqmfxt0lIHQiO3lSEftRd6Kgkeur82nU1TSVs=w170	  De menstruatie kalender: zoals je periode, ovulatie en vruchtbare dagen.       	" *** Menstrual Calendar, the Best App to calculate your Menstrual Cycle ***Menstrual Calendar is a free application that provides information about each woman's menstrual cycles (fertile days, ovulation and period) to help her monthly monitoring using the Ogino-Knaus method in order to achieve or avoid pregnancy. Calculations and criteria used by the application to set the cycles are the ones made by the Princeton University, in the United States.According to different studies, the effectiveness of this method as contraceptive reaches 80% in cases where used properly. It is available for all android devices such as phones, smartphones and tablets.Its operation is really simple:1. Enter the requested data.2. Track and keep updated your cycle data.3. Enjoy the ""Menstrual Calendar"" application.5 Benefits on, Why use the ""Menstrual Calendar"" app?✓ Calculator + Calendar = 2 in 1Tired of downloading apps which only have a pregnancy, fertility or ovulation calculator but do not have a calendar to keep tracking? With our Menstrual Calendar app, you will not only calculate your next day period and ovulation, but you will have a schedule that will allow you to keep a good tracking with the ability to add notes with everything that happens every day and keep a record of your menstrual cycle.What does this app includes?1. Ovulation Calculator - Whether if you are looking for a pregnancy or want to avoid getting pregnant, it is necessary for you to know what your day of ovulation is and therefore, the most likely days to carry pregnancy.2. Menstrual Period Calculator (Period Tracker) - Want to know when is your period coming? When will your next period be? It takes an exhaustive and detailed following so you don’t get caught out of guard.3. Pregnancy and Fertility Calculator - Want to get pregnant? Looking for a baby? Know your most fertile and best days to conceive and get pregnant with more probability and effectiveness.4. Menstrual or Period Calendar - Just one click away from your menstrual or period calendar. It will help you to keep all monitored and controlled.5. Notes and Menstrual Cycle History - You do not need a diary, or a personal agenda on paper. Take this app everywhere and you will be able to add notes on each day about anything you want to emphasize: symptoms, moods, temperature, taking contraception (pill), etc ...You can also follow your graphics and menstrual cycle history allowing you to see the regularity of your menstrual period.✓ It's FREE!Yes, as you read it, an app with ovulation, menstruation and pregnancy calculator with calendar completely free and in English.✓ Easy to use, fast and reliable!The Menstrual Calendar app is optimized and tested by professionals so the experience of use could be outstanding. If you had any problem, error or bug while using it, please write to grupoprecedo@gmail.com and we will do our best to help you.✓ You can use it daily and whenever you want. There are no limits!✓ Share it on Twitter, Facebook or Google Plus with all your known, family and friends. Sure they will thank you ;)This app is for guidance only and it should never replace the advice and indications of a medical professional. Please, if you have any doubt or problems, consult your gynecologist.  Please, if you like this app, leave us your ""feedback"": a message, review and/or the score you think we deserve. It will help us a lot to keep growing. Thanks a lot and we hope you enjoy our app! :)   "	100,000 - 500,000  	June 22, 2017		 1.0.19  	      4.0.3 and up    	PEGI 3	1701	Calle Aguadulce 13, Portal 3, 2E - 35004 Las Palmas de Gran Canaria, España.	com.popularapp.periodcalendar
pl.bella.kalendarzyk	Bella Period Calendar	Health & Fitness	4.2	free	https://play.google.com/store/apps/details?id=pl.bella.kalendarzyk	3xW	https://play.google.com/store/apps/developer?id=3xW	//lh3.googleusercontent.com/GKOYMLI3nlMp5jwwOdIGc6p60_1FWK-oFgiKbIpLEPjP28iAWjUgJyk1AtlDVlgCI_g=w340	//lh3.googleusercontent.com/GKOYMLI3nlMp5jwwOdIGc6p60_1FWK-oFgiKbIpLEPjP28iAWjUgJyk1AtlDVlgCI_g=w170	  Bella Period Calendar - het is eenvoudig om te voorspellen wanneer de volgende periode zal zijn.       	 BELLA menstrual calendar:Do you want to know when your period starts? Or perhaps you need to know when your fertile days start in the coming month? Thanks to this free application you will be able to make a note of your cycle on your smartphone which you carry around with you almost all the time.   Ovulation, infertile days or the menstruation itself will not surprise you anymore. The Bella menstrual calendar allows you to update the data, set reminders about, for example, taking the pill or describe the symptoms of the last period. The safety, comfort and convenience of this tool mean that you will never forget about your important days again. Explore the application’s options and functionalities.Take control!The application’s heart is its main screen. It shows you the current day of your menstrual cycle and informs you when your fertile days and period approach. Thanks to the information appearing on the main screen, you will take control and feel much safer.Your cycle, our support:The registration option presents a monthly prognosis of your cycle, prognosis for the subsequent months as well as the possibility of previewing the archived entries concerning the previous cycles. Notes, symptoms and mood!You will be able to describe every day of your cycle by using your own notes and registering symptoms (e.g. heavy bleeding, stomach pain, headache) and moods (e.g. happy, sad, and sleepy).The register:It is the place where all the data related with every cycle (past and forecast) is gathered. The data is divided into past, prognoses and statistics. The past option helps you to analyse how the length of your period has been changing over the last few months. The chronological prognoses indicate when the next period starts and help determining the start dates of your cycles for the next 6 months. The statistics option is a transparent presentation of the most important numbers related to your cycle, which shows you, amongst others, the number of occurring symptoms and moods accompanying your periods as well as the minimum, maximum and average duration of your cycle. Period prognosis: You can choose the way in which the application predicts your periods. You can choose between the two following options: the mean values registered during previous cycles calculated on the basis of archived data from the application or the constant values, in which the cycle’s and period’s duration are defined by yourself. You will not miss an approaching period anymore.This is thanks to the notification option which can be personalized and adjusted to your needs. Thanks to the notifications you will know when your fertile days, period or ovulation approach. You can also set a notification reminding you to take your pill. Do you like feeling safe? Your data likes it, too. That’s why you can save a copy of your data on a safe server. If you replace or lose your smartphone, you will be able to retrieve the up-to-date data regarding your cycle into the newly installed application in a fast and convenient manner.   	100,000 - 500,000  	June 14, 2017	   Varies with device  	   Varies with device  	   Varies with device    	PEGI 3	2334		com.popularapp.periodcalendar
com.ultimategamestudio.musicforpregnancy	Muziek voor Zwangerschap	Health & Fitness	4.2	free	https://play.google.com/store/apps/details?id=com.ultimategamestudio.musicforpregnancy	Ultimate Mobile	https://play.google.com/store/apps/developer?id=Ultimate+Mobile	//lh3.googleusercontent.com/CFfhNgvWVIczJXqAFrRW1406S1Vl3ue9AG5D6EliBeFp-VFVY6g0NYg0LFo4sNmrKw=w340	//lh3.googleusercontent.com/CFfhNgvWVIczJXqAFrRW1406S1Vl3ue9AG5D6EliBeFp-VFVY6g0NYg0LFo4sNmrKw=w170	  Muziek voor Zwangerschap is een met de hand geplukt verzameling van tracks       	 Music for Pregnancy is a hand-picked collection of classical music that will help you increase a healthier and stress-free birth experience!Classical music has been proven to be the music of intelligence. Recent studies have shown that listening to classical music can have lasting effects on one's brain; it can stimulate brain function in developing infants and improve comprehension of math and other computing skills in adults. It trains the brain to acknowledge all the parts that work together to make the whole.Why is it IMPORTANT to listen to classical music during pregnancy? Classical music may REDUCE the stress, anxiety, and depression that many pregnant women experience. That's a fact! It is also very propitious for the fetus as it offers a range of notes and tends to repeat, creating an almost lullaby style sound in the womb.MUSIC FOR PREGNANCY EFFECTS: - Mellows down your agitated mind and soothes your senses in a unique way! - Reduces the stress and anxiety - Helps with the depression that many pregnant women experience - Stimulates brain function in developing infants - Improves comprehension of exact sciences and many othersNOTE: The effects are more pronounced when you submerge yourself completely into the music and listen to it religiously without diverting your mind anywhere else.   	500,000 - 1,000,000  	February 9, 2017		 1.2.1  	      3.0 and up    	PEGI 3	3428	115/20/1C Le Trong Tan, Tan Phu District, Ho Chi Minh City	com.popularapp.periodcalendar
com.sleekbit.ovuview	OvuView: Ovulation & Fertility	Health & Fitness	4.5	free	https://play.google.com/store/apps/details?id=com.sleekbit.ovuview	Sleekbit	https://play.google.com/store/apps/developer?id=Sleekbit	//lh4.ggpht.com/JgorXhWOwtSWs8ZknHA6tcOKWt-kS8O0N94QCkyGCw5gGXiP67-c6vi83isrBGdZM2Y=w340	//lh4.ggpht.com/JgorXhWOwtSWs8ZknHA6tcOKWt-kS8O0N94QCkyGCw5gGXiP67-c6vi83isrBGdZM2Y=w170	  Periode & vruchtbaarheid serieus genomen.       	 Period & fertility taken seriously:OvuView tracks and predicts your period, ovulation and fertility, using sophisticated sympto-thermal methods (STM).This app can be used both as an advanced birth control tool, or as a simple menstrual calendar, and help you to:• maximize your chances of conceiving a baby/getting pregnant• avoid pregnancy using natural methods (contraception),• plan your next holiday with future menstruation and ovulation dates predicted,• track weight, headache, appetite, PMS and other symptoms,• replace sympto-thermal paper charts with a more convenient way of charting.Based on your cycle symptoms (such as menses, basal body temperature, cervical mucus and/or cervix), OvuView automatically evaluates and charts your fertility using proven natural family planning (NFP) methods. In particular, 4 sympto-thermal (Billings, Rötzer, Konald/Kippley, Cautious), 5 mucus-only (5 Day Dry Up, Döring, 21/20 Days Rule, Last Dry Day, 4/5/6 Day Rule), 3 temperature-only (Marshall, 4HT, 5HT) and 2 calendar methods (Trivial Counting Method, Calendar Rythm Method) are implemented.Key features include:• 14 fertility awareness methods • an exceptional degree of customization (tracked symptoms, colors)• advanced chart showing temperature and symptoms• reliable and secure data synchronization and backup using Google’s compute engine• account and data sharing between users with per symptom access control• timeline view with filters, facilitating a streamlined UX during typical day to day usage• calendar view• full text search• guiding hints• educational tips and information about your cycle and your fertility signs• cycle statistics• automatic morning notification to record basal body temperature (BBT)• color themes• password protection• widgets• cycle and method management• notifications (menses, ovulation)• temperature chart coverline• pregnancy modeWe also have a discussion forum! If you have any questions check if there is an answer available at http://groups.google.com/group/ovuview. Should you have any further questions, suggestions and/or feedback, please do not hesitate to post a new discussion topic by sending email at ovuview@googlegroups.com.   	1,000,000 - 5,000,000  	January 19, 2017	   Varies with device  	   Varies with device  	   Varies with device    	PEGI 3	37490	"Sleekbit, llc
2220 Meridian Blvd
Suite # S6811
Minden, NV 89423
"	com.popularapp.periodcalendar
com.glow.android	Glow ovulatie vruchtbaarheid	Health & Fitness	4.6	free	https://play.google.com/store/apps/details?id=com.glow.android	Glow Inc	https://play.google.com/store/apps/dev?id=5645706041873155457	//lh3.googleusercontent.com/9YTnIdYCpi_jQyjfwAY4N-lmDTnkv7w447nCc86M9ydNl_fthCcKvFbG1TbEtWZUrYc=w340	//lh3.googleusercontent.com/9YTnIdYCpi_jQyjfwAY4N-lmDTnkv7w447nCc86M9ydNl_fthCcKvFbG1TbEtWZUrYc=w170	  Bewaak uw vruchtbaarheid met Glow, je menstruatie en de ovulatie tracker.       	 Glow is the world’s best period and ovulation tracker, fertility calendar app. Glow helps women learn about their fertility and improve their reproductive health, whether trying to conceive or avoiding pregnancy. Glow is an ovulation tracker that also records your period, mood, symptoms, sex, and medications, and assists those undergoing fertility treatments like IVF or IUI.Winner of 2014 Webby for best Health & Fitness app, Glow is an elegant, data-driven fertility tracker & ovulation tracker designed to help you monitor and improve your reproductive health.IMPROVE WOMEN’S HEALTH+ Innovative ovulation tracker and fertility charts, powered by sophisticated data analysis.+ Predict your peak fertility days and upcoming period with a period tracker that gets smarter over time.+ Community and partner support, not found in any other ovulation or period tracker.+ Personalized reproductive health and fertility insights based on your ovulation, period timing, and other health data.+ Reminders for your medications, birth control and/or other contraception.POWER FEATURES+ Sync your health profile (including fertility data and ovulation days) to the cloud.+ Sync with other apps like MyFitnessPal and Google Fit.+ Fertility treatment support for IVF or IUI patients.+ Partnership with leading fertility clinics such as Boston IVF, Shady Grove Fertility and RMA NY.+ More than an ovulation tracker - the only fertility tracker and period tracker that focuses on overall women’s health.TRACK YOUR SYMPTOMS + Five-day and monthly calendar views show your next fertile window, ovulation days, and upcoming period.+ Set medication, contraception, ovulation and period reminders.+ Daily log helps you track over 40 different health signals, including BBT, cervical mucus, sleep, stress, weight, exercise and more.+ Make beautiful charts of your menstrual cycle, ovulation and fertility data.+ Review past periods, and ovulation dates to better understand your fertility.UNPARALLELED SUPPORT+ Get support from the unique and vibrant Glow Community, unmatched by other fertility tracker or period tracker, ovulation calendar.+ Continue your journey on Glow Nurture, Glow’s pregnancy app.+ Mirror app for your partner - because fertility’s a team sport!GLOW FIRSTGlow First is for those wanting to have a baby as soon as possible. If you choose to join and don’t get pregnant, you will receive funds to help cover the cost of your infertility screening.CONNECT WITH USWeb - http://www.glowing.com Facebook - http://www.facebook.com/glow Twitter - @GlowHQInstagram - @GlowHQPinterest - @GlowHQIf you are having technical issues or have any questions, we're here to help. Please send us an email to: support@glowing.com.   	1,000,000 - 5,000,000  	June 23, 2017	   Varies with device  	   Varies with device  	   Varies with device    	PEGI 3	48207	140 2nd Street, 3rd Floor, San Francisco, CA 94105	com.popularapp.periodcalendar
com.tayu.tau.pedometer	Stappenteller	Health & Fitness	4.4	free	https://play.google.com/store/apps/details?id=com.tayu.tau.pedometer	tayutau	https://play.google.com/store/apps/developer?id=tayutau	//lh3.googleusercontent.com/vuJ8EbJnA6ULySo0RMxRvTLziTYmpbSf4EML_YggS_JCt4ideIegl7_ZNa6I_ZJEnA=w340	//lh3.googleusercontent.com/vuJ8EbJnA6ULySo0RMxRvTLziTYmpbSf4EML_YggS_JCt4ideIegl7_ZNa6I_ZJEnA=w170	  Gratis en eenvoudig te gebruiken Stappenteller!Ideaal voor lopen en afvallen!       	" ""Pedometer"" records the number of steps you have walked and displays them again along with the number of calories that you have burned, distance, walking time and speed per hour.It is easy to use. Once you push the Start button, all you have to do is hold your smartphone as you always do and walk.Of course, it will continue to automatically record your steps even if you put it in your pocket or bag.You can view a graph with the number of steps you have walked and all other information anytime.Let's enjoy walking with this app!How to use- Touch on the number of steps, burned calories, distance, walking time, or speed to display the graph with that information.- Touch the graph to highlight information data for a specific time or date.- Swipe to the left to see the data recorded until the previous day.- If you want to change the look of the app, change the theme.- In order to display the correct number of burned calories, please enter your age, gender, weight and step length accurately.- In order to display the correct distance and speed, please enter your step length accurately.Important- Some devices will not record the number of steps when they are locked. This depends exclusively on the specifications of each device and it is not a bug of the app.- If you find errors in the number of steps recorded, please adjust the sensitivity.   "	10,000,000 - 50,000,000  	December 7, 2016		 5.19  	      2.3 and up    	PEGI 3	290356		com.popularapp.periodcalendar
com.cg.android.ptracker	Period Tracker	Health & Fitness	4.4	free	https://play.google.com/store/apps/details?id=com.cg.android.ptracker	Sevenlogics, INC	https://play.google.com/store/apps/developer?id=Sevenlogics,+INC	//lh3.googleusercontent.com/9eHOG8WoG0BDPN3sLTuhqjdbgij_owJSJ6Qg-dGARqWtBaQ0yaCvGhKTbv2NcP0lrYE=w340	//lh3.googleusercontent.com/9eHOG8WoG0BDPN3sLTuhqjdbgij_owJSJ6Qg-dGARqWtBaQ0yaCvGhKTbv2NcP0lrYE=w170	  De beste periode bijhouden app op Android!       	 The best period tracking app on Android!Period Tracker is a classy, pleasant, and discrete interface to track your periods, daily moods, health symptoms, notes, and even the weather, so you can see how they correlate to your cycle days.It's easy to see predicted periods and fertility days - essential for planning dates and vacations and avoiding unpleasant surprises!A menstrual cycle tracker with style - various beautiful themes, fonts, mood and symptom icons are available to match your personality or mood.------------Features------------• easy way to track period, moods, health symptoms, weight, temperature, weather, notes, medications and pregnancy• daily photo taking to remember each day by• lists of past and predicted period and fertility periods• beautiful themes and fonts to choose from• custom symptoms and moods• reminders for the upcoming period and fertile days• general reminders• pregnancy mode• graphs for fertility, temperature, weight, moods and symptoms against the period days• graphs for period duration and cycle length• flip through the screens to read entries as a health diaryTrack periods gracefully with Period Tracker app.   	100,000 - 500,000  	November 21, 2016		 1.0.1169-291c05f  	      5.0 and up    	PEGI 3	12054	"1300 Valley Vista Dr. Suite 208
Diamond Bar, CA 91765"	com.popularapp.periodcalendar
rusakovd77.pregnancy	Pregnancy week by week	Health & Fitness	4.1	free	https://play.google.com/store/apps/details?id=rusakovd77.pregnancy	rusakov77	https://play.google.com/store/apps/developer?id=rusakov77	//lh3.googleusercontent.com/OAeaDTG70wj-Zeo4shL6ZSK-v1ZUVwAIewSr4UGtOE685jG5M2Dr4CHJS3z8pDeAyUM=w340	//lh3.googleusercontent.com/OAeaDTG70wj-Zeo4shL6ZSK-v1ZUVwAIewSr4UGtOE685jG5M2Dr4CHJS3z8pDeAyUM=w170	  Zwangerschap. Zwangerschap week per week. Zwangere vrouw. Kalender zwangerschap door weken.       	 Have you done a pregnancy test and noticed signs of pregnancy and symptoms and now you want week by week pregnancy calendar to guide you on your way. You're in luck!Pregnancy by week since day 1 of pregnancy at 42 weeks of pregnancy, in detail with photos and videos. A pregnant woman pregnancy is the real eighth wonder of the world. Pregnancy from conception to birth. Planning. Childbirth. 10 Early pregnancies Symptoms, Signs, and Stages Week by Week. Teenage pregnancy counseling.how long do you have to wait before taking pregnancy test?How to make fun of pregnancy and how to care for your child from the first days of his life? Our app will help You with this.In the app, all info about pregnancy is divided into the following sections:pregnancyPregnancy week by weekby day of pregnancypregnancy after cesareanMonthly pregnancypregnancy after birthpregnancy by trimesterpregnancy after 40Pregnancy with endometriosiscalculate pregnancypregnancy dream bookpregnancy after abortionFirst pregnancyFirst signs of pregnancyPregnancy testEarly pregnancyDefinition of term pregnancyStomach during pregnancyWhat is and what is not during pregnancyPregnancy and childbirthTrimesters of pregnancyteenage pregnancy counselingsigns of pregnanciespregnancies testPain during pregnancyPregnancy calculatorPregnancy symptomspregnancies symptomsPregnancy week by weekDeciding to have a babyContraception informationCalendar of pregnancy by weeks.Pregnancy test checker freePregnant or trying to get pregnantPlanning pregnancyGetting pregnant (conception)Confirming you are pregnantpregnancy from conception to birthpregnancy plusetc.In addition, you can easily calculate the period of pregnancy to learn and discover so much useful information that will be useful in the future.Our app pregnancy week by week guide you through the different stages of pregnancy until birth.   	100,000 - 500,000  	March 2, 2017		 3.88  	      4.0 and up    	PEGI 3	953		com.popularapp.periodcalendar
com.basti12354.bikinibody	Belly Legs Butt	Health & Fitness	4.6	free	https://play.google.com/store/apps/details?id=com.basti12354.bikinibody	Sebastian Steer	https://play.google.com/store/apps/developer?id=Sebastian+Steer	//lh3.googleusercontent.com/sGZUawQMIxsaiVfxbvJ8gkZGjU4InY9aiOdvlrGOz3ROlc_eLVvzjojlR7ZfDWRCKLw=w340	//lh3.googleusercontent.com/sGZUawQMIxsaiVfxbvJ8gkZGjU4InY9aiOdvlrGOz3ROlc_eLVvzjojlR7ZfDWRCKLw=w170	"  Train je ""probleemzones"" buik, benen, billen, rug en bovenarmen!       "	" * Train your „problematic areas“ belly, legs, buttocks, back and upper arms.* More than 20 different exercises, that are specially selected for female bodies.* The exercises were selected jointly by sports scientists and sports medics.* Step by step explanations with high resolution images, texts and audible announcements.* You can choose between 8 different levels of difficulty* The training duration for your perfect bikini body is only between 6 and 8 minutes!* You have NOT to be a superhuman for this workout.  * No static training plan. You can choose by yourself how often you want to do these workouts.* The exercises are suitable for everyone, both beginners and advanced.* You don't need any fitness equipment, you train with your own weight. => Start your workout whenever and                        wherever you want.* Get a six-pack for the beach by doing this workout routinely!* Optimized for smartphones and tabletsExercises:* Crunch (and more abdominal exercises to get a six-pack!)* Forearm Side Plank* Modified Push-Up* Mountain Climberand much more exercises to get a great bikini-body for your holidays on the beach!Your „problematic areas“ are belly, buttocks and legs? These exercises are specially selected for women / female bodies and will help you to get a perfect bikini body. The holiday and beach season begins soon, so start this fitness training today, which is specially selected for you.Whether in the office, at home or on a business trip start your dream of a perfect bikini body today. You can get a great butt, a flat stomach with a six-pack and shapely arms for your holidays at the beach!You only need some place and some time for a short workout, that is specially selected for the female body.""Women Fitness: Bikini Body""- Train your legs, your stomach and your butt!   "	1,000,000 - 5,000,000  	March 5, 2017		 1.13  	      4.0.3 and up    	Strong Language	11412	"Altenburgstraße 16
81234 München"	com.popularapp.periodcalendar
